dataset,alpha,method,round,mean_percent,sample_sd_percent,n_seeds
pathmnist,0.1,fedsa,30,34.15618469179207,10.399968418718851,3
pathmnist,0.1,fedsa,45,34.52937466880604,9.952000467620007,3
pathmnist,0.1,fedsa,60,34.408810564366824,4.1724069202925165,3
pathmnist,0.1,fedsa,75,39.05168132790699,5.914240824093,3
pathmnist,0.1,fedsa,90,35.70721630764911,7.579274991269598,3
pathmnist,0.1,fedsa,105,33.97561075924745,2.872162735500861,3
pathmnist,0.1,fedsa,120,37.39700671647061,7.22195587379853,3
pathmnist,0.1,fedsa,135,38.77508050812686,9.382477793532413,3
pathmnist,0.1,fedsa,150,38.39842554106167,5.100034361601877,3
pathmnist,0.1,fedsa,165,37.28850861428581,2.195574212263538,3
pathmnist,0.1,fedsa,180,41.180503615391636,3.9112423331266717,3
pathmnist,0.1,fedsa,195,42.355764113560554,3.646555076104669,3
pathmnist,0.1,fedsa,210,41.79862946365213,4.500496115408964,3
pathmnist,0.1,fedsa,225,43.17426826187702,7.845895133303036,3
pathmnist,0.1,fedsa,240,43.34407124138981,8.965763710956839,3
pathmnist,0.1,fedsa,255,39.93430021789241,6.185215424692976,3
pathmnist,0.1,fedsa,270,39.426425736580455,5.956671716710733,3
pathmnist,0.1,fedsa,285,42.634670695597336,6.698121116898058,3
pathmnist,0.1,fedsa,300,41.543571564035375,9.78128716991544,3
pathmnist,0.1,cwfedavg,1,14.913139870098858,1.74514860510007,3
pathmnist,0.1,cwfedavg,15,24.41747573135179,3.421812831621353,3
pathmnist,0.1,cwfedavg,30,28.434197904178024,5.1585257827555075,3
pathmnist,0.1,cwfedavg,45,30.966028872945024,7.141516935296591,3
pathmnist,0.1,cwfedavg,60,26.98601145341577,9.526046675902819,3
pathmnist,0.1,cwfedavg,75,25.489057378433927,3.8921189710282795,3
pathmnist,0.1,cwfedavg,90,26.857254747058253,8.954229175091706,3
pathmnist,0.1,cwfedavg,105,31.287851283700082,8.336607103685559,3
pathmnist,0.1,cwfedavg,120,27.024476989027736,5.187533851172743,3
pathmnist,0.1,cwfedavg,135,29.943223110602432,10.372488100927471,3
pathmnist,0.1,cwfedavg,150,29.695392482884156,9.86505787465036,3
pathmnist,0.1,cwfedavg,165,34.558319014726436,8.086295366484306,3
pathmnist,0.1,cwfedavg,180,31.65645088875913,0.5959433269351162,3
pathmnist,0.1,cwfedavg,195,34.022623738518554,10.407268595944974,3
pathmnist,0.1,cwfedavg,210,33.82118368735318,8.048474298993925,3
pathmnist,0.1,cwfedavg,225,34.31261046136201,12.406791676172745,3
pathmnist,0.1,cwfedavg,240,30.632924127432624,6.6747078229471475,3
pathmnist,0.1,cwfedavg,255,27.760583848344766,3.970344997065495,3
pathmnist,0.1,cwfedavg,270,31.194540383135962,9.542596564914753,3
pathmnist,0.1,cwfedavg,285,28.85026549775092,10.644073065642823,3
pathmnist,0.1,cwfedavg,300,31.72383942513785,10.265763118915107,3
pathmnist,0.1,cwt,1,13.925462559237472,2.2415347404630697,3
pathmnist,0.1,cwt,15,17.29739147540354,8.077981336103914,3
pathmnist,0.1,cwt,30,27.689862151695362,2.4662837517463005,3
pathmnist,0.1,cwt,45,23.753699443748264,12.006474228716739,3
pathmnist,0.1,cwt,60,19.951068008835087,12.258694894912404,3
pathmnist,0.1,cwt,75,17.7909257134669,12.619459715493532,3
pathmnist,0.1,cwt,90,24.94464081586471,8.77302056325065,3
pathmnist,0.1,cwt,105,31.62652696670769,10.656393226819217,3
pathmnist,0.1,cwt,120,28.25232586515109,14.352706071796035,3
pathmnist,0.1,cwt,135,28.11753295149365,7.460971400175622,3
pathmnist,0.1,cwt,150,29.46190572038789,8.312541654852726,3
pathmnist,0.1,cwt,165,33.6880099684782,13.074949655613091,3
pathmnist,0.1,cwt,180,31.633315024776604,5.056346726976046,3
pathmnist,0.1,cwt,195,33.508883231293964,16.813778486657906,3
pathmnist,0.1,cwt,210,35.912132580013434,7.6796032817034,3
pathmnist,0.1,cwt,225,32.62804087517644,10.609468184790614,3
pathmnist,0.1,cwt,240,35.63867231002589,6.735152865517406,3
pathmnist,0.1,cwt,255,34.507820020417995,6.73225293087363,3
pathmnist,0.1,cwt,270,37.22113070926778,18.43675310944882,3
pathmnist,0.1,cwt,285,37.48060160331757,11.227452770630682,3
pathmnist,0.1,cwt,300,31.53344519655327,18.027029309492978,3
pathmnist,0.1,fedseq,1,15.487870111005403,4.444967294520365,3
pathmnist,0.1,fedseq,15,20.917788236063867,13.249105267716706,3
pathmnist,0.1,fedseq,30,24.882838454883323,8.500950223247042,3
pathmnist,0.1,fedseq,45,21.76428151641255,7.526089514187526,3
pathmnist,0.1,fedseq,60,27.24379788577026,15.230516325834976,3
pathmnist,0.1,fedseq,75,16.936225276572735,5.990103418549459,3
pathmnist,0.1,fedseq,90,28.640676954677282,5.297887647662606,3
pathmnist,0.1,fedseq,105,34.25498364777863,8.174055167422575,3
pathmnist,0.1,fedseq,120,27.825168556715813,15.35923367290904,3
pathmnist,0.1,fedseq,135,30.35120504696663,8.510090888976505,3
pathmnist,0.1,fedseq,150,31.4495867022846,5.384854530424354,3
pathmnist,0.1,fedseq,165,31.033431668348804,2.4264239603038913,3
pathmnist,0.1,fedseq,180,30.674406239356564,8.448515031564174,3
pathmnist,0.1,fedseq,195,39.71191029070616,8.708382381146869,3
pathmnist,0.1,fedseq,210,40.06068851567253,11.60391549442186,3
pathmnist,0.1,fedseq,225,32.356331407989025,12.897217051952088,3
pathmnist,0.1,fedseq,240,38.615600876388584,6.952749258892485,3
pathmnist,0.1,fedseq,255,38.31005093135545,7.964022639138063,3
pathmnist,0.1,fedseq,270,38.82014233764346,15.863891006036228,3
pathmnist,0.1,fedseq,285,39.16268802963322,11.459405238988783,3
pathmnist,0.1,fedseq,300,35.07095867646861,14.622933243795218,3
pathmnist,0.1,fedtriad,1,19.084013229719297,1.8769537956893307,3
pathmnist,0.1,fedtriad,15,37.91538669992623,6.55404339133502,3
pathmnist,0.1,fedtriad,30,41.49003968546321,5.1204108101181625,3
pathmnist,0.1,fedtriad,45,42.71297764581439,4.523367445669126,3
pathmnist,0.1,fedtriad,60,42.8456868840606,8.25862485558708,3
pathmnist,0.1,fedtriad,75,45.08713143714236,7.641575397832949,3
pathmnist,0.1,fedtriad,90,43.407782964420065,6.928328829509048,3
pathmnist,0.1,fedtriad,105,44.515028460307406,7.208576295205216,3
pathmnist,0.1,fedtriad,120,44.538952361959225,7.843384117220222,3
pathmnist,0.1,fedtriad,135,44.81670767589328,7.193835858953929,3
pathmnist,0.1,fedtriad,150,45.99915120557223,7.110885672700026,3
pathmnist,0.1,fedtriad,165,45.60250329146797,6.046074477896007,3
pathmnist,0.1,fedtriad,180,45.6213722442147,8.079075231604623,3
pathmnist,0.1,fedtriad,195,46.88995791811849,6.881903506827292,3
pathmnist,0.1,fedtriad,210,46.706071998002585,6.072841096560396,3
pathmnist,0.1,fedtriad,225,47.632672950476916,7.987803862795053,3
pathmnist,0.1,fedtriad,240,47.237216188999035,7.525076946881632,3
pathmnist,0.1,fedtriad,255,48.739122706065835,7.959634757399696,3
pathmnist,0.1,fedtriad,270,48.437171527037286,7.18954649973822,3
pathmnist,0.1,fedtriad,285,47.672133467521,5.637807094128955,3
pathmnist,0.1,fedtriad,300,47.84889986405747,8.622971947801163,3
